Compound,MagpieData mean SpaceGroupNumber,MagpieData minimum GSvolume_pa,avg ionic char,MagpieData range MeltingT,MagpieData avg_dev MendeleevNumber,mean_diff_eta,MagpieData maximum CovalentRadius,avg anion electron affinity,MagpieData minimum AtomicWeight,geom-mean_eta_both,Thermo_Dyn_stability_level
NH-Se-Ir,156.75,6.615,0.027625963412808,2724.99,10.375,15.1,141.0,-205500.0,1.00794,5.69251094028077,4
NH-Se-Mo,157.75,6.615,0.028991301608143998,2881.99,14.125,4.0,154.0,-205500.0,1.00794,4.17123197386374,4
NH-Se-Os,149.0,6.615,0.027625963412808,3291.99,11.5,3.6,144.0,-205500.0,1.00794,4.09251061873598,8
NH-Se-Pd,156.75,6.615,0.027625963412808,1814.04,9.625,5.4,139.0,-205500.0,1.00794,4.42574439262689,4
NH-Se-Pt,156.75,6.615,0.025265899993461002,2027.39,9.25,5.5,136.0,-205500.0,1.00794,4.44283237831329,4
NH-Se-Re,149.0,6.615,0.040626523104292,3444.99,12.625,7.3,151.0,-205500.0,1.00794,4.73024109786315,4
NH-Se-Ru,149.0,6.615,0.027625963412808,2592.99,11.875,5.3,146.0,-205500.0,1.00794,4.40852342316432,4
NH-Se-Sn,135.75,6.615,0.037544534135500005,491.07,4.75,15.1,139.0,-205500.0,1.00794,5.69251094028077,4
NH-Se-Tc,149.0,6.615,0.040626523104292,2415.99,13.0,9.6,147.0,-205500.0,1.00794,5.0530876781251,1
NH-Se-Te,138.5,6.615,0.031262633887297,708.65,3.125,7.5,138.0,-205500.0,1.00794,4.76008567978912,7
NH-Se-Ti,149.0,6.615,0.06303982296089701,1926.99,16.75,24.8,160.0,-205500.0,1.00794,6.559531991200269,1
NH-Se-W,157.75,6.615,0.023416855520831004,3680.99,13.75,2.3,162.0,-205500.0,1.00794,3.81306674366071,3
NH-Se-Zr,149.0,6.615,0.07823977123431401,2113.99,16.375,19.8,175.0,-205500.0,1.00794,6.14322076706082,0
NH-Te-Ce,183.5,6.615,0.089432437038094,1056.99,27.375,9.4,204.0,-200700.0,1.00794,6.9227979374755595,0
NH-Te-Ge,191.25,6.615,0.037899463647091,1197.39,5.25,18.9,138.0,-200700.0,1.00794,8.19646883454018,5
NH-Te-Hf,183.5,6.615,0.07652929402827399,2491.99,16.125,23.0,175.0,-200700.0,1.00794,8.64065838604233,3
NH-Te-Ir,191.25,6.615,0.032914480799355,2724.99,10.5,13.3,141.0,-200700.0,1.00794,7.498559723431491,7
NH-Te-Mo,192.25,6.615,0.033733093763238,2881.99,14.25,2.2,154.0,-200700.0,1.00794,5.494628364255989,4
NH-Te-Os,183.5,6.615,0.032914480799355,3291.99,11.625,1.8,144.0,-200700.0,1.00794,5.390931280644269,7
NH-Te-Pd,191.25,6.615,0.032914480799355,1814.04,9.75,3.6,139.0,-200700.0,1.00794,5.82988930489748,6
NH-Te-Pt,191.25,6.615,0.031658872516651,2027.39,9.375,3.7,138.0,-200700.0,1.00794,5.85239875328798,3
NH-Te-Re,183.5,6.615,0.042001046092417,3444.99,12.75,5.5,151.0,-200700.0,1.00794,6.23099292222133,3
NH-Te-Ru,183.5,6.615,0.032914480799355,2592.99,12.0,3.5,146.0,-200700.0,1.00794,5.80720468129901,4
NH-Te-Sn,170.25,6.615,0.03965843410849399,708.65,5.0,13.3,139.0,-200700.0,1.00794,7.498559723431491,4
NH-Te-Tc,183.5,6.615,0.042001046092417,2415.99,13.125,7.8,147.0,-200700.0,1.00794,6.65626823376609,4
NH-Te-Ti,183.5,6.615,0.060701248993528,1926.99,16.875,23.0,160.0,-200700.0,1.00794,8.64065838604233,3
NH-Te-W,192.25,6.615,0.030920218342416,3680.99,13.875,0.5,162.0,-200700.0,1.00794,5.02282894257557,4
NH-Te-Zr,183.5,6.615,0.074447797907333,2113.99,16.5,18.0,175.0,-200700.0,1.00794,8.09226513559553,4
O-S-Ce,92.0,9.105,0.14683652029794,1016.2,32.2222222222222,10.3,204.0,-341000.0,15.9994,6.15211111342572,1
O-S-Ge,102.333333333333,9.105,0.07189621758387599,1156.6,3.77777777777778,19.8,120.0,-341000.0,15.9994,7.28398943075467,4
O-S-Hf,92.0,9.105,0.131849010717221,2451.2,18.888888888888896,23.9,175.0,-341000.0,15.9994,7.67872917340567,4
O-S-Ir,102.333333333333,9.105,0.058156637577232,2684.2,12.2222222222222,14.2,141.0,-341000.0,15.9994,6.66377569096458,3
O-S-Mo,103.666666666667,9.105,0.060893174596272,2841.2,16.6666666666667,3.1,154.0,-341000.0,15.9994,4.88293382663862,4
O-S-Os,92.0,9.105,0.058156637577232,3251.2,13.555555555555598,2.7,144.0,-341000.0,15.9994,4.79078091588211,4
O-S-Pd,102.333333333333,9.105,0.058156637577232,1773.25,11.333333333333302,4.5,139.0,-341000.0,15.9994,5.18087153584903,4
O-S-Pt,102.333333333333,9.105,0.052969338959393,1986.6,10.8888888888889,4.6,136.0,-341000.0,15.9994,5.20087509927108,4
O-S-Re,92.0,9.105,0.080584339180681,3404.2,14.8888888888889,6.4,151.0,-341000.0,15.9994,5.537321925425639,4
O-S-Ru,92.0,9.105,0.058156637577232,2552.2,14.0,4.4,146.0,-341000.0,15.9994,5.16071229875957,3
O-S-Sn,74.3333333333333,9.105,0.075789252720402,450.28,3.3333333333333304,14.2,139.0,-341000.0,15.9994,6.66377569096458,4
O-S-Tc,92.0,9.105,0.080584339180681,2375.2,15.333333333333302,8.7,147.0,-341000.0,15.9994,5.9152530732144495,5
O-S-Te,78.0,9.105,0.06516168779454701,667.86,1.11111111111111,6.6,138.0,-341000.0,15.9994,5.5722586346619805,4
O-S-Ti,92.0,9.105,0.111131543655464,1886.2,19.7777777777778,23.9,160.0,-341000.0,15.9994,7.67872917340567,1
O-S-W,103.666666666667,9.105,0.048196931977311,3640.2,16.2222222222222,1.4,162.0,-341000.0,15.9994,4.46365790790706,4
O-S-Zr,92.0,9.105,0.129290578207576,2073.2,19.3333333333333,18.9,175.0,-341000.0,15.9994,7.19138630408141,4
O-Se-Ce,73.3333333333333,9.105,0.146611866980607,1016.2,32.4444444444444,10.55,204.0,-336000.0,15.9994,5.82423470454533,1
O-Se-Ge,83.6666666666667,9.105,0.072244048776838,1156.6,4.0,20.05,120.0,-336000.0,15.9994,6.895789631881289,5
O-Se-Hf,73.3333333333333,9.105,0.131640118657448,2451.2,19.111111111111104,24.15,175.0,-336000.0,15.9994,7.26949174259155,3
O-Se-Ir,83.6666666666667,9.105,0.058772492463279,2684.2,12.444444444444402,14.45,141.0,-336000.0,15.9994,6.3086301477753794,3
O-Se-Mo,85.0,9.105,0.061449557683127,2841.2,16.8888888888889,3.35,154.0,-336000.0,15.9994,4.62269814845248,4
