Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity,M_oxid_state,eta_cation,min_eta_anion,max_eta_anion,mean_eta_anion,std-dev_eta_anion,min_diff_eta,max_diff_eta,mean_diff_eta,std-dev_diff_eta,mean_eta_both,geom-mean_eta_both,Formation_energy
O-NO-Ga,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,31,24,13.5,8.75,8,74,87,13,82.5,4.5,87,14.0067,69.723,55.7163,28.932125,20.3954375,15.9994,54.8,302.91,248.11,118.89,92.01,54.8,13,16,3,15,1,16,2,4,2,2.5,0.75,2,66,122,56,81.25,20.375,66,1.81,3.44,1.63,2.9325,0.56125,3.44,2,2,0,2,0,2,1,4,3,3,1,4,0,10,10,2.5,3.75,0,0,0,0,0,0,0,5,13,8,7.5,2.75,6,0,0,0,0,0,0,2,5,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3,1,2,9.105,18.8575,9.7525,12.9590625,3.8540625,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0,0,0,0,0,12,194,182,70.5,61.75,12,2,3,2.5,0,0.485327756,0.085250018,0.4,1.63,1.23,1.015,0.869741341,-282000,3,17,4.6,4.9,4.75,0.15,12.1,12.4,12.25,0.15,8.833333333,7.263304938,-0.66398034
O-NO-Gd,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,64,57,21.75,21.125,8,27,87,60,70.75,21.875,87,14.0067,157.25,143.2433,50.813875,53.2180625,15.9994,54.8,1586,1531.2,439.6625,573.16875,54.8,3,16,13,12.5,4.75,16,2,6,4,3,1.5,2,66,196,130,99.75,48.125,66,1.2,3.44,2.24,2.78,0.79,3.44,2,2,0,2,0,2,0,4,4,2.75,1.375,4,0,1,1,0.25,0.375,0,0,7,7,1.75,2.625,0,5,10,5,6.75,1.625,6,0,0,0,0,0,0,0,3,3,1.75,0.875,2,0,9,9,2.25,3.375,0,0,7,7,1.75,2.625,0,2,16,14,5.75,5.125,2,9.105,32.05,22.945,16.2571875,7.89640625,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0,0,0,0,0,12,194,182,103,91,12,2,2.75,0.25,1.75,0.714753055,0.129935677,0.4,2.24,1.84,1.32,1.301076477,-282000,3,11.7,4.6,4.9,4.75,0.15,6.8,7.1,6.95,0.15,7.066666667,6.412783693,-1.637943473
O-NO-In,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,49,42,18,15.5,8,75,87,12,82.75,4.25,87,14.0067,114.818,100.8113,40.205875,37.3060625,15.9994,54.8,429.75,374.95,150.6,139.575,54.8,13,16,3,15,1,16,2,5,3,2.75,1.125,2,66,142,76,86.25,27.875,66,1.78,3.44,1.66,2.925,0.5725,3.44,2,2,0,2,0,2,1,4,3,3,1,4,0,10,10,2.5,3.75,0,0,0,0,0,0,0,5,13,8,7.5,2.75,6,0,0,0,0,0,0,2,5,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3,1,2,9.105,24.26,15.155,14.3096875,5.2046875,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0,0,0,0,0,12,194,182,89.25,77.25,12,2,3,2.5,0,0.497871894,0.087610228,0.4,1.66,1.26,1.03,0.890954544,-282000,3,13,4.6,4.9,4.75,0.15,8.1,8.4,8.25,0.15,7.5,6.642003315,-0.460949665
O-NO-Ir,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,77,70,25,26,8,60,87,27,79,9.5,87,14.0067,192.217,178.2103,59.555625,66.3306875,15.9994,54.8,2739,2684.2,727.9125,1005.54375,54.8,9,16,7,14,2.5,16,2,6,4,3,1.5,2,66,141,75,86,27.5,66,2.2,3.44,1.24,3.03,0.415,3.44,2,2,0,2,0,2,0,4,4,2.75,1.375,4,0,7,7,1.75,2.625,0,0,14,14,3.5,5.25,0,5,23,18,10,6.5,6,0,0,0,0,0,0,0,3,3,1.75,0.875,2,0,3,3,0.75,1.125,0,0,0,0,0,0,0,2,3,1,2.5,0.5,2,9.105,14.76875,5.66375,11.7971875,2.6921875,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0,0,0,0,0,12,225,213,110.75,98.75,12,2,2.75,1.75,3.5,0.319140971,0.054901279,1.106666667,1.106666667,0,1.106666667,0,-190333.3333,3,7.9,4.6,4.9,4.75,0.15,3,3.3,3.15,0.15,5.8,5.625921495,0.059778733
O-NO-La,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,57,50,20,18.5,8,13,87,74,67.25,27.125,87,14.0067,138.90547,124.89877,46.2277425,46.33886375,15.9994,54.8,1193,1138.2,341.4125,425.79375,54.8,3,16,13,12.5,4.75,16,2,6,4,3,1.5,2,66,207,141,102.5,52.25,66,1.1,3.44,2.34,2.755,0.8275,3.44,2,2,0,2,0,2,0,4,4,2.75,1.375,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,3,6,3,5,1,6,0,0,0,0,0,0,0,3,3,1.75,0.875,2,0,9,9,2.25,3.375,0,0,0,0,0,0,0,2,9,7,4,2.5,2,9.105,36.8975,27.7925,17.4690625,9.71421875,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0,0,0,0,0,12,194,182,103,91,12,2,2.75,0.25,0,0.745613369,0.136210714,0.4,2.34,1.94,1.37,1.371787156,-282000,3,15.4,4.6,4.9,4.75,0.15,10.5,10.8,10.65,0.15,8.3,7.027888741,-1.72456762
O-NO-Lu,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,71,64,23.5,23.75,8,41,87,46,74.25,16.625,87,14.0067,174.9668,160.9601,55.243075,59.8618625,15.9994,54.8,1936,1881.2,527.1625,704.41875,54.8,3,16,13,12.5,4.75,16,2,6,4,3,1.5,2,66,187,121,97.5,44.75,66,1.27,3.44,2.17,2.7975,0.76375,3.44,2,2,0,2,0,2,0,4,4,2.75,1.375,4,0,1,1,0.25,0.375,0,0,14,14,3.5,5.25,0,5,17,12,8.5,4.25,6,0,0,0,0,0,0,0,3,3,1.75,0.875,2,0,9,9,2.25,3.375,0,0,0,0,0,0,0,2,9,7,4,2.5,2,9.105,28.865,19.76,15.4609375,6.70203125,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0.0022471,0.0022471,0.000561775,0.000842663,0,12,194,182,103,91,12,2,2.75,0.25,3.5,0.691867379,0.125326615,0.4,2.17,1.77,1.285,1.251579003,-282000,3,12.1,4.6,4.9,4.75,0.15,7.2,7.5,7.35,0.15,7.2,6.485046493,-1.795178808
O-NO-Nd,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,60,53,20.75,19.625,8,19,87,68,68.75,24.875,87,14.0067,144.242,130.2353,47.561875,48.3400625,15.9994,54.8,1294,1239.2,366.6625,463.66875,54.8,3,16,13,12.5,4.75,16,2,6,4,3,1.5,2,66,201,135,101,50,66,1.14,3.44,2.3,2.765,0.8125,3.44,2,2,0,2,0,2,0,4,4,2.75,1.375,4,0,0,0,0,0,0,0,4,4,1,1.5,0,5,6,1,5.75,0.375,6,0,0,0,0,0,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,10,10,2.5,3.75,0,2,10,8,4.25,2.875,2,9.105,34.81,25.705,16.9471875,8.93140625,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0,0,0,0,0,12,194,182,103,91,12,2,2.75,0,1,0.733531702,0.133745626,0.4,2.3,1.9,1.35,1.343502884,-282000,3,9.2,4.6,4.9,4.75,0.15,4.3,4.6,4.45,0.15,6.233333333,5.918985095,-1.647372138
O-NO-Rh,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,45,38,17,14,8,59,87,28,78.75,9.875,87,14.0067,102.9055,88.8988,37.22775,32.838875,15.9994,54.8,2237,2182.2,602.4125,817.29375,54.8,9,16,7,14,2.5,16,2,5,3,2.75,1.125,2,66,142,76,86.25,27.875,66,2.28,3.44,1.16,3.05,0.39,3.44,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,8,8,2,3,0,0,0,0,0,0,0,5,9,4,6.5,1.25,6,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,2,2,0.5,0.75,0,0,0,0,0,0,0,2,3,1,2.5,0.5,2,9.105,14.76875,5.66375,11.6546875,2.5496875,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0,0,0,0,0,12,225,213,110.75,98.75,12,1.75,2.75,2,0,0.285662686,0.049012815,0.4,1.16,0.76,0.78,0.537401154,-282000,3,11.2,4.6,4.9,4.75,0.15,6.3,6.6,6.45,0.15,6.9,6.32010041,-0.207163703
O-NO-Ru,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,44,37,16.75,13.625,8,56,87,31,78,11,87,14.0067,101.07,87.0633,36.768875,32.1505625,15.9994,54.8,2607,2552.2,694.9125,956.04375,54.8,8,16,8,13.75,2.875,16,2,5,3,2.75,1.125,2,66,146,80,87.25,29.375,66,2.2,3.44,1.24,3.03,0.415,3.44,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,7,7,1.75,2.625,0,0,0,0,0,0,0,5,8,3,6.25,0.875,6,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,3,3,0.75,1.125,0,0,0,0,0,0,0,2,4,2,2.75,0.75,2,9.105,14.76875,5.66375,11.6221875,2.5171875,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0,0,0,0,0,12,194,182,103,91,12,1.75,2.75,1.75,0,0.319140971,0.054901279,1.106666667,1.106666667,0,1.106666667,0,-190333.3333,3,10.7,4.6,4.9,4.75,0.15,5.8,6.1,5.95,0.15,6.733333333,6.224615977,-0.221188135
O-NO-Sc,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,21,14,11,5,8,11,87,76,66.75,27.875,87,14.0067,44.955912,30.949212,22.740353,11.1077795,15.9994,54.8,1814,1759.2,496.6625,658.66875,54.8,3,16,13,12.5,4.75,16,2,4,2,2.5,0.75,2,66,170,104,93.25,38.375,66,1.36,3.44,2.08,2.82,0.73,3.44,2,2,0,2,0,2,0,4,4,2.75,1.375,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,3,6,3,5,1,6,0,0,0,0,0,0,0,3,3,1.75,0.875,2,0,9,9,2.25,3.375,0,0,0,0,0,0,0,2,9,7,4,2.5,2,9.105,22.235,13.13,13.8034375,4.6984375,9.105,0,6.437,6.437,1.60925,2.413875,0,0,6.35E-06,6.35E-06,1.59E-06,2.38E-06,0,12,194,182,103,91,12,2,2.75,0.25,0,0.660947393,0.119156482,0.4,2.08,1.68,1.24,1.187939392,-282000,3,24.6,4.6,4.9,4.75,0.15,19.7,20,19.85,0.15,11.36666667,8.215418146,-1.597309328
O-NO-Sm,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,62,55,21.25,20.375,8,23,87,64,69.75,23.375,87,14.0067,150.36,136.3533,49.091375,50.6343125,15.9994,54.8,1345,1290.2,379.4125,482.79375,54.8,3,16,13,12.5,4.75,16,2,6,4,3,1.5,2,66,198,132,100.25,48.875,66,1.17,3.44,2.27,2.7725,0.80125,3.44,2,2,0,2,0,2,0,4,4,2.75,1.375,4,0,0,0,0,0,0,0,6,6,1.5,2.25,0,5,8,3,6.25,0.875,6,0,0,0,0,0,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,8,8,2,3,0,2,8,6,3.75,2.125,2,9.105,33.23,24.125,16.5521875,8.33890625,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0,0,0,0,0,12,194,182,96,84,12,2,2.75,0,1.5,0.724240177,0.131857266,0.4,2.27,1.87,1.335,1.322289681,-282000,3,9,4.6,4.9,4.75,0.15,4.1,4.4,4.25,0.15,6.166666667,5.875779284,-1.67137522
O-NO-Y,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,7,39,32,15.5,11.75,8,12,87,75,67,27.5,87,14.0067,88.90585,74.89915,33.7278375,27.58900625,15.9994,54.8,1799,1744.2,492.9125,653.04375,54.8,3,16,13,12.5,4.75,16,2,5,3,2.75,1.125,2,66,190,124,98.25,45.875,66,1.22,3.44,2.22,2.785,0.7825,3.44,2,2,0,2,0,2,0,4,4,2.75,1.375,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,3,6,3,5,1,6,0,0,0,0,0,0,0,3,3,1.75,0.875,2,0,9,9,2.25,3.375,0,0,0,0,0,0,0,2,9,7,4,2.5,2,9.105,32.365,23.26,16.3359375,8.01453125,9.105,0,6.437,6.437,1.60925,2.413875,0,0,0,0,0,0,0,12,194,182,103,91,12,2,2.75,0.25,0,0.708320593,0.128636484,0.4,2.22,1.82,1.31,1.286934342,-282000,3,20.6,4.6,4.9,4.75,0.15,15.7,16,15.85,0.15,10.03333333,7.743554822,-1.753129585
O-OCN-Al,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,6,13,7,8.4,1.84,8,73,87,14,81.2,4.96,87,12.0107,26.9815386,14.9708386,16.99954772,3.992796352,15.9994,54.8,3823,3768.2,985.824,1134.8704,54.8,13,16,3,14.8,1.04,16,2,3,1,2.2,0.32,2,66,121,55,80,16.4,66,1.61,3.44,1.83,2.816,0.5888,3.44,2,2,0,2,0,2,1,4,3,2.8,1.04,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4.8,1.04,6,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.04,2,5.64,16.48,10.84,11.01975,3.6837,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,225,213,127.4,92.32,12,2,2.8,0,0,0.567089816,0.089144152,0.756666667,1.696666667,0.94,1.226666667,0.664680374,-195000,3,45.8,4.8,4.9,4.85,0.05,40.9,41,40.95,0.05,18.5,10.25103222,-1.30951146
O-OCN-Bi,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,6,83,77,22.4,24.24,8,77,87,10,83.8,3.44,87,12.0107,208.9804,196.9697,53.39932,62.232432,15.9994,54.8,3823,3768.2,908.01,1165.996,54.8,14,16,2,15.2,0.64,16,2,6,4,2.8,1.28,2,66,148,82,85.4,25.04,66,2.02,3.44,1.42,2.898,0.4904,3.44,2,2,0,2,0,2,2,4,2,3.2,0.64,4,0,10,10,2,3.2,0,0,14,14,2.8,4.48,0,4,29,25,10,7.6,6,0,0,0,0,0,0,2,4,2,2.8,0.64,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.8,0.64,2,5.64,32.95,27.31,14.31375,7.6365,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,2,3.2,2,2.8,0.395951025,0.063388998,0.756666667,1.286666667,0.53,1.021666667,0.374766594,-195000,3,9.9,4.8,4.9,4.85,0.05,5,5.1,5.05,0.05,6.533333333,6.152111113,-0.323156196
O-OCN-Ce,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,6,58,52,17.4,16.24,8,15,87,72,69.6,21.84,87,12.0107,140.116,128.1053,39.62644,40.195824,15.9994,54.8,3823,3768.2,1013.33,1146.936,54.8,3,16,13,12.8,3.92,16,2,6,4,2.8,1.28,2,66,204,138,96.6,42.96,66,1.12,3.44,2.32,2.718,0.7064,3.44,2,2,0,2,0,2,0,4,4,2.6,1.28,4,0,1,1,0.2,0.32,0,0,1,1,0.2,0.32,0,4,6,2,5,0.8,6,0,0,0,0,0,0,0,4,4,2.2,1.04,2,0,9,9,1.8,2.88,0,0,13,13,2.6,4.16,0,2,22,20,6.6,6.16,2,5.64,37.24,31.6,15.17175,8.8273,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,194,182,121.2,87.36,12,2,2.6,0.2,0.2,0.739616569,0.11910289,0.756666667,2.186666667,1.43,1.471666667,1.011162697,-195000,3,8.3,4.8,4.9,4.85,0.05,3.4,3.5,3.45,0.05,6,5.801030336,-1.672538704
O-OCN-Co,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,6,27,21,11.2,6.32,8,58,87,29,78.2,8.56,87,12.0107,58.933195,46.922495,23.389879,14.2173264,15.9994,54.8,3823,3768.2,1152.73,1314.216,54.8,9,16,7,14,2,16,2,4,2,2.4,0.64,2,66,126,60,81,18,66,1.88,3.44,1.56,2.87,0.524,3.44,2,2,0,2,0,2,0,4,4,2.6,1.28,4,0,7,7,1.4,2.24,0,0,0,0,0,0,0,4,9,5,6,1.2,6,0,0,0,0,0,0,0,4,4,2.2,1.04,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,4,2,2.8,0.64,2,5.64,14.76875,9.12875,9.77275,2.1873,9.105,0,6.437,6.437,2.1866,2.62392,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,121.2,87.36,12,2,2.6,1.4,0,0.455779074,0.071974366,0.756666667,1.426666667,0.67,1.091666667,0.473761543,-195000,3,8.9,4.8,4.9,4.85,0.05,4,4.1,4.05,0.05,6.2,5.937574994,-0.350980702
O-OCN-Cr,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,6,24,18,10.6,5.36,8,49,87,38,76.4,10.96,87,12.0107,51.9961,39.9854,22.00246,11.997456,15.9994,54.8,3823,3768.2,1235.13,1413.096,54.8,6,16,10,13.4,2.96,16,2,4,2,2.4,0.64,2,66,139,73,83.6,22.16,66,1.66,3.44,1.78,2.826,0.5768,3.44,1,2,1,1.8,0.32,2,0,4,4,2.6,1.28,4,0,5,5,1,1.6,0,0,0,0,0,0,0,4,6,2,5.4,0.72,6,0,1,1,0.2,0.32,0,0,4,4,2.2,1.04,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,3.4,1.28,2,5.64,14.76875,9.12875,9.96175,2.4141,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,229,217,128.2,92.96,12,1.8,2.6,1,0,0.547107279,0.085945812,0.756666667,1.646666667,0.89,1.201666667,0.629325035,-195000,3,9.1,4.8,4.9,4.85,0.05,4.2,4.3,4.25,0.05,6.266666667,5.981722154,-0.940486614
O-OCN-Fe,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,6,26,20,11,6,8,55,87,32,77.6,9.28,87,12.0107,55.845,43.8343,22.77224,13.229104,15.9994,54.8,3823,3768.2,1161.33,1324.536,54.8,8,16,8,13.8,2.32,16,2,4,2,2.4,0.64,2,66,132,66,82.2,19.92,66,1.83,3.44,1.61,2.86,0.536,3.44,2,2,0,2,0,2,0,4,4,2.6,1.28,4,0,6,6,1.2,1.92,0,0,0,0,0,0,0,4,8,4,5.8,1.04,6,0,0,0,0,0,0,0,4,4,2.2,1.04,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,2,4,2,3,0.8,2,5.64,14.76875,9.12875,9.86975,2.3037,9.105,0,6.437,6.437,2.1866,2.62392,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,128.2,92.96,12,2,2.6,1.2,0,0.476922164,0.075115743,0.756666667,1.476666667,0.72,1.116666667,0.509116882,-195000,3,13.1,4.8,4.9,4.85,0.05,8.2,8.3,8.25,0.05,7.6,6.754131901,-0.527869704
O-OCN-Ga,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,6,31,25,12,7.6,8,74,87,13,81.4,4.72,87,12.0107,69.723,57.7123,25.54784,17.670064,15.9994,54.8,3823,3768.2,859.712,1185.3152,54.8,13,16,3,14.8,1.04,16,2,4,2,2.4,0.64,2,66,122,56,80.2,16.72,66,1.81,3.44,1.63,2.856,0.5408,3.44,2,2,0,2,0,2,1,4,3,2.8,1.04,4,0,10,10,2,3.2,0,0,0,0,0,0,0,4,13,9,6.8,2.48,6,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.04,2,5.64,18.8575,13.2175,11.49525,4.2543,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,194,182,95.2,79.04,12,2,2.8,2,0,0.485327756,0.076380127,0.756666667,1.496666667,0.74,1.126666667,0.523259018,-195000,3,17,4.8,4.9,4.85,0.05,12.1,12.2,12.15,0.05,8.9,7.367080458,-0.700317266
O-OCN-Gd,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,6,64,58,18.6,18.16,8,27,87,60,72,18,87,12.0107,157.25,145.2393,43.05324,45.678704,15.9994,54.8,3823,3768.2,1116.33,1270.536,54.8,3,16,13,12.8,3.92,16,2,6,4,2.8,1.28,2,66,196,130,95,40.4,66,1.2,3.44,2.24,2.734,0.6872,3.44,2,2,0,2,0,2,0,4,4,2.6,1.28,4,0,1,1,0.2,0.32,0,0,7,7,1.4,2.24,0,4,10,6,6.2,1.52,6,0,0,0,0,0,0,0,4,4,2.2,1.04,2,0,9,9,1.8,2.88,0,0,7,7,1.4,2.24,0,2,16,14,5.4,4.24,2,5.64,32.05,26.41,14.13375,7.4205,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,194,182,121.2,87.36,12,2,2.6,0.2,1.4,0.714753055,0.114499184,0.756666667,2.106666667,1.35,1.431666667,0.954594155,-195000,3,11.7,4.8,4.9,4.85,0.05,6.8,6.9,6.85,0.05,7.133333333,6.504407267,-1.621923202
O-OCN-In,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,6,49,43,15.6,13.36,8,75,87,12,81.6,4.48,87,12.0107,114.818,102.8073,34.56684,32.100464,15.9994,54.8,3823,3768.2,885.08,1175.168,54.8,13,16,3,14.8,1.04,16,2,5,3,2.6,0.96,2,66,142,76,84.2,23.12,66,1.78,3.44,1.66,2.85,0.548,3.44,2,2,0,2,0,2,1,4,3,2.8,1.04,4,0,10,10,2,3.2,0,0,0,0,0,0,0,4,13,9,6.8,2.48,6,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.04,2,5.64,24.26,18.62,12.57575,5.5509,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,194,182,110.2,78.56,12,2,2.8,2,0,0.497871894,0.078283475,0.756666667,1.526666667,0.77,1.141666667,0.544472222,-195000,3,13,4.8,4.9,4.85,0.05,8.1,8.2,8.15,0.05,7.566666667,6.736901898,-0.629750668
O-OCN-Ir,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,6,77,71,21.2,22.32,8,60,87,27,78.6,8.08,87,12.0107,192.217,180.2063,50.04664,56.868144,15.9994,54.8,3823,3768.2,1346.93,1547.256,54.8,9,16,7,14,2,16,2,6,4,2.8,1.28,2,66,141,75,84,22.8,66,2.2,3.44,1.24,2.934,0.4472,3.44,2,2,0,2,0,2,0,4,4,2.6,1.28,4,0,7,7,1.4,2.24,0,0,14,14,2.8,4.48,0,4,23,19,8.8,5.68,6,0,0,0,0,0,0,0,4,4,2.2,1.04,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,4,2,2.8,0.64,2,5.64,14.76875,9.12875,10.56575,3.1389,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,225,213,127.4,92.32,12,2,2.6,1.4,2.8,0.319140971,0.053045664,0.756666667,1.106666667,0.35,0.931666667,0.247487373,-195000,3,7.9,4.8,4.9,4.85,0.05,3,3.1,3.05,0.05,5.866666667,5.706302662,0.101431784
