Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity,M_oxid_state,eta_cation,min_eta_anion,max_eta_anion,mean_eta_anion,std-dev_eta_anion,min_diff_eta,max_diff_eta,mean_diff_eta,std-dev_diff_eta,mean_eta_both,geom-mean_eta_both,Formation_energy
Te-NC-La,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,57,51,30.5,24,6,13,90,77,65.5,26.25,13,12.0107,138.90547,126.89477,73.1307175,60.1220175,12.0107,63.05,3823,3759.95,1450.4275,1186.28625,63.05,3,16,13,12,4.5,3,2,6,4,3.75,1.75,2,71,207,136,123,49.5,71,1.1,3.04,1.94,2.1975,0.5975,1.1,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,10,10,2.75,3.625,0,0,0,0,0,0,0,3,16,13,7,4.5,3,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,9,9,2.25,3.375,0,0,0,0,0,0,0,2,9,7,4.5,2.25,2,5.64,36.8975,31.2575,23.01739583,12.81302083,5.64,0,6.437,6.437,2.84925,2.61725,0,0,0,0,0,0,0,152,194,42,183.5,15.75,152,2,2.25,2.75,0,0.609723572,0.096597756,0.02,1.47,1.45,0.745,1.025304833,-200700,3,15.4,5.4,6.4,5.9,0.5,9,10,9.5,0.5,9.066666667,8.1039761,-0.653340008
Te-NC-Lu,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,71,65,34,27.5,6,41,90,49,72.5,15.75,41,12.0107,174.9668,162.9561,82.14605,69.13735,12.0107,63.05,3823,3759.95,1636.1775,1243.3225,63.05,3,16,13,12,4.5,3,2,6,4,3.75,1.75,2,71,187,116,118,44.5,71,1.27,3.04,1.77,2.24,0.555,1.27,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,10,10,2.75,3.625,0,0,14,14,3.5,5.25,0,4,17,13,10.5,6,4,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,9,9,2.25,3.375,0,0,0,0,0,0,0,2,9,7,4.5,2.25,2,5.64,34.76333333,29.12333333,21.00927083,10.80489583,5.64,0,6.437,6.437,2.84925,2.61725,0,0,0.0022471,0.0022471,0.000561775,0.000842663,0,152,194,42,183.5,15.75,152,2,2.25,2.75,3.5,0.543069967,0.08394947,0.02,1.3,1.28,0.66,0.90509668,-200700,3,12.1,5.4,6.4,5.9,0.5,5.7,6.7,6.2,0.5,7.966666667,7.478015621,-0.47992118
Te-NC-Nd,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,60,54,31.25,24.75,6,19,90,71,67,24,19,12.0107,144.242,132.2313,74.46485,61.45615,12.0107,63.05,3823,3759.95,1475.6775,1173.66125,63.05,3,16,13,12,4.5,3,2,6,4,3.75,1.75,2,71,201,130,121.5,48,71,1.14,3.04,1.9,2.2075,0.5875,1.14,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,10,10,2.5,3.75,0,0,4,4,1,1.5,0,4,16,12,7.75,4.125,4,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,0,0,0,0,0,0,10,10,2.5,3.75,0,2,10,8,4.75,2.625,2,5.64,34.81,29.17,22.49552083,12.29114583,5.64,0,6.437,6.437,2.84925,2.61725,0,0,0,0,0,0,0,152,194,42,183.5,15.75,152,2,2.25,2.5,1,0.594445495,0.093607433,0.02,1.43,1.41,0.725,0.997020561,-200700,3,9.2,5.4,6.4,5.9,0.5,2.8,3.8,3.3,0.5,7,6.825280752,-0.572663135
Te-NCO-Al,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,52,46,17.2,13.92,6,73,90,17,81.8,5.44,73,12.0107,127.6,115.5893,39.31966772,35.31213291,12.0107,54.8,3823,3768.2,1119.396,1081.4416,54.8,13,16,3,14.8,1.04,13,2,5,3,2.8,0.96,2,66,138,72,94.4,28.08,66,1.61,3.44,1.83,2.548,0.5544,1.61,2,2,0,2,0,2,1,4,3,2.8,1.04,1,0,10,10,2,3.2,0,0,0,0,0,0,0,3,16,13,6.8,3.68,3,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.04,2,5.64,34.76333333,29.12333333,16.15141667,7.5762,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,225,213,155.4,58.72,12,2,2.8,2,0,0.567089816,0.084405996,0.31,1.25,0.94,0.78,0.664680374,-227800,3,45.8,4.1,6.4,5.25,1.15,39.4,41.7,40.55,1.15,18.76666667,10.63187274,-0.430043886
Te-NCO-Bi,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,83,77,31.2,29.04,6,77,90,13,84.4,3.92,77,12.0107,208.9804,196.9697,75.71944,74.056608,12.0107,54.8,3823,3768.2,1041.582,1112.5672,54.8,14,16,2,15.2,0.64,14,2,6,4,3.4,1.68,2,66,148,82,99.8,34.56,66,2.02,3.44,1.42,2.63,0.488,2.02,2,2,0,2,0,2,2,4,2,3.2,0.64,2,0,10,10,4,4.8,0,0,14,14,2.8,4.48,0,4,29,25,12,8.4,4,0,0,0,0,0,0,2,4,2,2.8,0.64,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.8,0.64,2,5.64,34.76333333,29.12333333,19.44541667,11.529,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,194,182,112.8,80.64,12,2,3.2,4,2.8,0.395951025,0.063229982,0.31,0.84,0.53,0.575,0.374766594,-227800,3,9.9,4.1,6.4,5.25,1.15,3.5,5.8,4.65,1.15,6.8,6.380670848,-0.319375708
Te-NCO-Ce,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,58,52,26.2,23.04,6,15,90,75,70.2,22.08,15,12.0107,140.116,128.1053,61.94656,57.529152,12.0107,54.8,3823,3768.2,1146.902,1070.4392,54.8,3,16,13,12.8,3.92,3,2,6,4,3.4,1.68,2,66,204,138,111,48,66,1.12,3.44,2.32,2.45,0.672,1.12,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,2.2,3.12,0,0,1,1,0.2,0.32,0,4,16,12,7,3.6,4,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,9,9,1.8,2.88,0,0,13,13,2.6,4.16,0,2,22,20,6.6,6.16,2,5.64,37.24,31.6,20.30341667,12.5586,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,194,182,149.2,54.88,12,2,2.6,2.2,0.2,0.739616569,0.113671335,0.31,1.74,1.43,1.025,1.011162697,-227800,3,8.3,4.1,6.4,5.25,1.15,1.9,4.2,3.05,1.15,6.266666667,6.016546917,-1.19909588
Te-NCO-Co,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,52,46,20,15.6,6,58,90,32,78.8,9.04,58,12.0107,127.6,115.5893,45.709999,38.0452788,12.0107,54.8,3823,3768.2,1286.302,1207.3584,54.8,9,16,7,14,2,9,2,5,3,3,1.2,2,66,138,72,95.4,29.28,66,1.88,3.44,1.56,2.602,0.5104,1.88,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,3.4,4.08,0,0,0,0,0,0,0,4,16,12,8,3.6,4,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,4,2,2.8,0.64,2,5.64,34.76333333,29.12333333,14.90441667,7.943566667,5.64,0,6.437,6.437,2.2794,2.54968,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,149.2,54.88,12,2,2.6,3.4,0,0.455779074,0.069839363,0.31,0.98,0.67,0.645,0.473761543,-227800,3,8.9,4.1,6.4,5.25,1.15,2.5,4.8,3.65,1.15,6.466666667,6.158164405,-0.310171284
Te-NCO-Cr,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,52,46,19.4,14.88,6,49,90,41,77,11.2,49,12.0107,127.6,115.5893,44.32258,36.380376,12.0107,54.8,3823,3768.2,1368.702,1306.2384,54.8,6,16,10,13.4,2.96,6,2,5,3,3,1.2,2,66,139,73,98,32.4,66,1.66,3.44,1.78,2.558,0.5456,1.66,1,2,1,1.8,0.32,1,0,4,4,2.6,1.28,0,0,10,10,3,3.6,0,0,0,0,0,0,0,4,16,12,7.4,3.44,4,0,1,1,0.2,0.32,0,0,4,4,2.2,1.04,0,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,3.4,1.28,2,5.64,34.76333333,29.12333333,15.09341667,7.867966667,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,229,217,156.2,59.36,12,1.8,2.6,3,0,0.547107279,0.081566493,0.31,1.2,0.89,0.755,0.629325035,-227800,3,9.1,4.1,6.4,5.25,1.15,2.7,5,3.85,1.15,6.533333333,6.203951695,-0.579131158
Te-NCO-Fe,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,52,46,19.8,15.36,6,55,90,35,78.2,9.76,55,12.0107,127.6,115.5893,45.09236,37.304112,12.0107,54.8,3823,3768.2,1294.902,1217.6784,54.8,8,16,8,13.8,2.32,8,2,5,3,3,1.2,2,66,138,72,96.6,30.72,66,1.83,3.44,1.61,2.592,0.5184,1.83,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,3.2,3.84,0,0,0,0,0,0,0,4,16,12,7.8,3.36,4,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,4,4,0.8,1.28,0,0,0,0,0,0,0,2,4,2,3,0.8,2,5.64,34.76333333,29.12333333,15.00141667,7.904766667,5.64,0,6.437,6.437,2.2794,2.54968,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,156.2,59.36,12,2,2.6,3.2,0,0.476922164,0.07237633,0.31,1.03,0.72,0.67,0.509116882,-227800,3,13.1,4.1,6.4,5.25,1.15,6.7,9,7.85,1.15,7.866666667,7.005057569,-0.323147586
Te-NCO-Ga,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,52,46,20.8,16.56,6,74,90,16,82,5.2,74,12.0107,127.6,115.5893,47.86796,40.634832,12.0107,54.8,3823,3768.2,993.284,1131.8864,54.8,13,16,3,14.8,1.04,13,2,5,3,3,1.2,2,66,138,72,94.6,28.32,66,1.81,3.44,1.63,2.588,0.5216,1.81,2,2,0,2,0,2,1,4,3,2.8,1.04,1,0,10,10,4,4.8,0,0,0,0,0,0,0,4,16,12,8.8,4.56,4,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.04,2,5.64,34.76333333,29.12333333,16.62691667,8.1468,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,194,182,123.2,68.16,12,2,2.8,4,0,0.485327756,0.073414314,0.31,1.05,0.74,0.68,0.523259018,-227800,3,17,4.1,6.4,5.25,1.15,10.6,12.9,11.75,1.15,9.166666667,7.640778043,-0.250314286
Te-NCO-Gd,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,64,58,27.4,24.48,6,27,90,63,72.6,18.24,27,12.0107,157.25,145.2393,65.37336,61.641312,12.0107,54.8,3823,3768.2,1249.902,1163.6784,54.8,3,16,13,12.8,3.92,3,2,6,4,3.4,1.68,2,66,196,130,109.4,46.08,66,1.2,3.44,2.24,2.466,0.6528,1.2,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,2.2,3.12,0,0,7,7,1.4,2.24,0,4,16,12,8.2,3.84,4,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,9,9,1.8,2.88,0,0,7,7,1.4,2.24,0,2,16,14,5.4,4.24,2,5.64,34.76333333,29.12333333,19.26541667,11.313,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,194,182,149.2,54.88,12,2,2.6,2.2,1.4,0.714753055,0.108856678,0.31,1.66,1.35,0.985,0.954594155,-227800,3,11.7,4.1,6.4,5.25,1.15,5.3,7.6,6.45,1.15,7.4,6.746055308,-0.305058694
Te-NCO-In,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,52,46,24.4,20.88,6,75,90,15,82.2,5.04,75,12.0107,127.6,115.5893,56.88696,51.457632,12.0107,54.8,3823,3768.2,1018.652,1121.7392,54.8,13,16,3,14.8,1.04,13,2,5,3,3.2,1.44,2,66,142,76,98.6,33.12,66,1.78,3.44,1.66,2.582,0.5264,1.78,2,2,0,2,0,2,1,4,3,2.8,1.04,1,0,10,10,4,4.8,0,0,0,0,0,0,0,4,16,12,8.8,4.56,4,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.04,2,5.64,34.76333333,29.12333333,17.70741667,9.4434,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,194,182,138.2,50.48,12,2,2.8,4,0,0.497871894,0.07499468,0.31,1.08,0.77,0.695,0.544472222,-227800,3,13,4.1,6.4,5.25,1.15,6.6,8.9,7.75,1.15,7.833333333,6.987187447,-0.355038404
Te-NCO-Ir,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,77,71,30,27.6,6,60,90,30,79.2,8.56,60,12.0107,192.217,180.2063,72.36676,70.033392,12.0107,54.8,3823,3768.2,1480.502,1440.3984,54.8,9,16,7,14,2,9,2,6,4,3.4,1.68,2,66,141,75,98.4,32.88,66,2.1,3.44,1.34,2.666,0.4592,2.1,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,3.4,4.08,0,0,14,14,2.8,4.48,0,4,23,19,10.8,6.96,4,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,4,2,2.8,0.64,2,5.64,34.76333333,29.12333333,15.69741667,7.626366667,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,225,213,155.4,58.72,12,2,2.6,3.4,2.8,0.361670072,0.055994976,0.31,0.66,0.35,0.485,0.247487373,-227800,3,7.9,4.1,6.4,5.25,1.15,1.5,3.8,2.65,1.15,6.133333333,5.918299974,-0.251715
Te-NCO-La,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,57,51,26,22.8,6,13,90,77,69.8,22.72,13,12.0107,138.90547,126.89477,61.704454,57.2386248,12.0107,54.8,3823,3768.2,1171.302,1069.3584,54.8,3,16,13,12.8,3.92,3,2,6,4,3.4,1.68,2,66,207,141,111.6,48.72,66,1.1,3.44,2.34,2.446,0.6768,1.1,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,16,13,6.8,3.68,3,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2,2,5.64,36.8975,31.2575,20.23491667,12.4764,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,194,182,149.2,54.88,12,2,2.6,2.2,0,0.745613369,0.11486835,0.31,1.76,1.45,1.035,1.025304833,-227800,3,15.4,4.1,6.4,5.25,1.15,9,11.3,10.15,1.15,8.633333333,7.393127293,-1.173681794
Te-NCO-Lu,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,71,65,28.8,26.16,6,41,90,49,75.4,13.76,41,12.0107,174.9668,162.9561,68.91672,65.893344,12.0107,54.8,3823,3768.2,1319.902,1247.6784,54.8,3,16,13,12.8,3.92,3,2,6,4,3.4,1.68,2,66,187,121,107.6,43.92,66,1.27,3.44,2.17,2.48,0.636,1.27,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,2.2,3.12,0,0,14,14,2.8,4.48,0,4,17,13,9.6,5.52,4,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2,2,5.64,34.76333333,29.12333333,18.62841667,10.5486,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,194,182,149.2,54.88,12,2,2.6,2.2,2.8,0.691867379,0.104623607,0.31,1.59,1.28,0.95,0.90509668,-227800,3,12.1,4.1,6.4,5.25,1.15,5.7,8,6.85,1.15,7.533333333,6.822073598,-1.059000184
Te-NCO-Nd,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,60,54,26.6,23.52,6,19,90,71,71,20.8,19,12.0107,144.242,132.2313,62.77176,58.519392,12.0107,54.8,3823,3768.2,1191.502,1093.5984,54.8,3,16,13,12.8,3.92,3,2,6,4,3.4,1.68,2,66,201,135,110.4,47.28,66,1.14,3.44,2.3,2.454,0.6672,1.14,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,2,3.2,0,0,4,4,0.8,1.28,0,4,16,12,7.4,3.44,4,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,0,0,0,0,0,0,10,10,2,3.2,0,2,10,8,4.2,2.32,2,5.64,34.81,29.17,19.81741667,11.9754,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,194,182,149.2,54.88,12,2,2.6,2,0.8,0.733531702,0.112471277,0.31,1.72,1.41,1.015,0.997020561,-227800,3,9.2,4.1,6.4,5.25,1.15,2.8,5.1,3.95,1.15,6.566666667,6.226594055,-1.086060482
Te-NCO-Rh,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,52,46,23.6,19.92,6,59,90,31,79,8.8,59,12.0107,127.6,115.5893,54.50446,48.598632,12.0107,54.8,3823,3768.2,1380.102,1319.9184,54.8,9,16,7,14,2,9,2,5,3,3.2,1.44,2,66,142,76,98.6,33.12,66,2.1,3.44,1.34,2.682,0.4464,2.1,1,2,1,1.8,0.32,1,0,4,4,2.6,1.28,0,0,10,10,3.6,4.32,0,0,0,0,0,0,0,4,16,12,8,3.6,4,0,1,1,0.2,0.32,0,0,4,4,2.2,1.04,0,0,2,2,0.4,0.64,0,0,0,0,0,0,0,2,4,2,2.8,0.64,2,5.64,34.76333333,29.12333333,15.58341667,7.671966667,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,225,213,155.4,58.72,12,1.8,2.6,3.6,0,0.361670072,0.053304271,0.31,0.58,0.27,0.445,0.190918831,-227800,3,11.2,4.1,6.4,5.25,1.15,4.8,7.1,5.95,1.15,7.233333333,6.648555286,-0.4301695
Te-NCO-Ru,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,52,46,23.4,19.68,6,56,90,34,78.4,9.52,56,12.0107,127.6,115.5893,54.13736,48.158112,12.0107,54.8,3823,3768.2,1454.102,1408.7184,54.8,8,16,8,13.8,2.32,8,2,5,3,3.2,1.44,2,66,146,80,99.4,34.08,66,2.1,3.44,1.34,2.666,0.4592,2.1,1,2,1,1.8,0.32,1,0,4,4,2.6,1.28,0,0,10,10,3.4,4.08,0,0,0,0,0,0,0,4,16,12,7.8,3.36,4,0,1,1,0.2,0.32,0,0,4,4,2.2,1.04,0,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,4,2,3,0.8,2,5.64,34.76333333,29.12333333,15.55741667,7.682366667,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,194,182,149.2,54.88,12,1.8,2.6,3.4,0,0.361670072,0.055994976,0.31,0.66,0.35,0.485,0.247487373,-227800,3,10.7,4.1,6.4,5.25,1.15,4.3,6.6,5.45,1.15,7.066666667,6.548108538,-0.186996118
Te-NCO-Sc,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,52,46,18.8,14.16,6,11,90,79,69.4,23.36,11,12.0107,127.6,115.5893,42.9145424,34.69073088,12.0107,54.8,3823,3768.2,1295.502,1218.3984,54.8,3,16,13,12.8,3.92,3,2,5,3,3,1.2,2,66,170,104,104.2,39.84,66,1.36,3.44,2.08,2.498,0.6144,1.36,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,16,13,6.8,3.68,3,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2,2,5.64,34.76333333,29.12333333,17.30241667,8.9574,5.64,0,6.437,6.437,2.2794,2.54968,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,194,182,149.2,54.88,12,2,2.6,2.2,0,0.660947393,0.099183148,0.31,1.5,1.19,0.905,0.84145707,-227800,3,24.6,4.1,6.4,5.25,1.15,18.2,20.5,19.35,1.15,11.7,8.642372462,-1.03004264
Te-NCO-Sm,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,62,56,27,24,6,23,90,67,71.8,19.52,23,12.0107,150.36,138.3493,63.99536,59.987712,12.0107,54.8,3823,3768.2,1201.702,1105.8384,54.8,3,16,13,12.8,3.92,3,2,6,4,3.4,1.68,2,66,198,132,109.8,46.56,66,1.17,3.44,2.27,2.46,0.66,1.17,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,2,3.2,0,0,6,6,1.2,1.92,0,4,16,12,7.8,3.36,4,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,0,0,0,0,0,0,8,8,1.6,2.56,0,2,8,6,3.8,1.76,2,5.64,34.76333333,29.12333333,19.50141667,11.5962,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,194,182,143.6,52.64,12,2,2.6,2,1.2,0.724240177,0.110666317,0.31,1.69,1.38,1,0.975807358,-227800,3,9,4.1,6.4,5.25,1.15,2.6,4.9,3.75,1.15,6.5,6.181142843,-1.103781798
Te-NCO-Y,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,52,46,22.4,18.48,6,12,90,78,69.6,23.04,12,12.0107,127.6,115.5893,51.70453,45.238716,12.0107,54.8,3823,3768.2,1292.502,1214.7984,54.8,3,16,13,12.8,3.92,3,2,5,3,3.2,1.44,2,66,190,124,108.2,44.64,66,1.22,3.44,2.22,2.47,0.648,1.22,2,2,0,2,0,2,0,4,4,2.6,1.28,0,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,16,13,6.8,3.68,3,0,0,0,0,0,0,0,4,4,2.2,1.04,0,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2,2,5.64,34.76333333,29.12333333,19.32841667,11.3886,5.64,0,6.437,6.437,2.2794,2.54968,0,0,0,0,0,0,0,12,194,182,149.2,54.88,12,2,2.6,2.2,0,0.708320593,0.107648316,0.31,1.64,1.33,0.975,0.940452019,-227800,3,20.6,4.1,6.4,5.25,1.15,14.2,16.5,15.35,1.15,10.36666667,8.145986456,-1.129283944
Te-NC-Rh,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,52,46,27.5,21,6,59,90,31,77,9,59,12.0107,127.6,115.5893,64.130725,51.122025,12.0107,63.05,3823,3759.95,1711.4275,1318.5725,63.05,9,16,7,13.5,2.25,9,2,5,3,3.5,1.5,2,71,142,71,106.75,33.25,71,2.1,3.04,0.94,2.4925,0.3025,2.1,1,2,1,1.75,0.375,1,0,4,4,2.25,1.25,0,0,10,10,4.5,4.5,0,0,0,0,0,0,0,4,16,12,8.5,4,4,0,1,1,0.25,0.375,0,0,4,4,2.25,1.25,0,0,2,2,0.5,0.75,0,0,0,0,0,0,0,2,4,2,3,0.5,2,5.64,34.76333333,29.12333333,17.20302083,8.78015625,5.64,0,6.437,6.437,2.84925,2.61725,0,0,0,0,0,0,0,152,225,73,191.25,19.625,152,1.75,2.25,4.5,0,0.198203144,0.029150801,0.02,0.29,0.27,0.155,0.190918831,-200700,3,11.2,5.4,6.4,5.9,0.5,4.8,5.8,5.3,0.5,7.666666667,7.287813533,0.36974772
