Compound,mean EN difference,geom-mean_eta_both,MagpieData mean Electronegativity,max ionic char,MagpieData avg_dev MendeleevNumber,MagpieData minimum Electronegativity,MagpieData range MeltingT,MagpieData mean Row,MagpieData avg_dev NpValence,MagpieData mean GSbandgap,std_dev EN difference,Formation_energy
NH-CN-Ga,0.853333333333333,6.87082832317739,2.528,0.314923658853183,4.72,1.81,3808.99,2.2,1.04,5.0446,0.370180136330048,0.230445364
NH-CN-Gd,1.05666666666667,6.066265454018,2.406,0.571043601320927,18,1.2,3808.99,2.6,1.28,5.0446,0.70059498523279,-0.48693611
NH-CN-In,0.863333333333333,6.28309906948989,2.522,0.327598737602997,4.48,1.78,3808.99,2.4,1.04,5.0446,0.385529938310027,0.27634269
NH-CN-Ir,0.723333333333333,5.32192178105924,2.606,0.161717396775766,8.08,2.2,3808.99,2.6,1.28,5.0446,0.202072594216369,0.502014248
NH-CN-La,1.09,6.64813296749084,2.386,0.609723571536479,22.48,1.1,3808.99,2.6,1.28,5.0446,0.756637297521078,-0.52657955
NH-CN-Lu,1.03333333333333,6.13462349460802,2.42,0.543069966787304,13.52,1.27,3808.99,2.6,1.28,5.0446,0.661538610614175,-0.585379686
NH-CN-Nd,1.07666666666667,5.59914953071012,2.394,0.59444549493668,20.56,1.14,3808.99,2.6,1.28,5.0446,0.734188894858356,-0.47978675
NH-CN-Rh,0.696666666666667,5.97859036210076,2.622,0.161717396775766,8.32,2.2,3808.99,2.4,1.28,5.0446,0.183393929379719,0.348872524
NH-CN-Ru,0.723333333333333,5.88826548257507,2.606,0.161717396775766,9.04,2.2,3808.99,2.4,1.28,5.0446,0.202072594216369,0.450738472
NH-CN-Sc,1.00333333333333,7.77149357850549,2.438,0.506187801966654,23.12,1.36,3808.99,2.2,1.28,5.0446,0.611582646363787,-0.520350712
NH-CN-Sm,1.06666666666667,5.55827836901733,2.4,0.582814787035019,19.28,1.17,3808.99,2.6,1.28,5.0446,0.717379490460477,-0.50547036
NH-CN-Y,1.05,7.32512764437998,2.41,0.563121432466778,22.8,1.22,3808.99,2.4,1.28,5.0446,0.689420046125727,-0.572616884
NH-F-Al,1.605,10.4895133396729,2.7075,0.754442710372489,7.5,1.61,919.46,2,1.75,4.065,0.417193000900063,-1.806849485
NH-F-Bi,1.4,6.29523449137361,2.81,0.617260240551931,4.25,2.02,530.39,2.75,1.375,4.065,0.127279220613579,-0.6227310825
NH-F-Ce,1.85,5.93598613297545,2.585,0.870606871356709,27.75,1.12,1056.99,2.75,2,4.065,0.763675323681471,-2.023607845
NH-F-Co,1.47,6.07570738092164,2.775,0.667960054655339,11.625,1.88,1753.99,2.25,2,4.065,0.226274169979695,-0.945589475
NH-F-Cr,1.58,6.12088158516367,2.72,0.739616569076971,15,1.66,2165.99,2.25,2,4.065,0.381837661840736,-1.3216501425
NH-F-Fe,1.495,6.91126075555932,2.7625,0.685139312535294,12.75,1.83,1796.99,2.25,2,4.065,0.261629509039023,-0.9138053175
NH-F-Ga,1.505,7.5384690139718,2.7575,0.691867378684938,7.25,1.81,288.9,2.25,1.75,4.065,0.275771644662754,-1.15004145
NH-F-Gd,1.81,6.6557265011818,2.605,0.855156292905333,23.25,1.2,1571.99,2.75,2,4.065,0.707106781186548,-2.0428672675
NH-F-In,1.52,6.89362991173688,2.75,0.701802720570113,7,1.78,415.74,2.5,1.75,4.065,0.29698484809835,-1.0232614525
NH-F-Ir,1.31,5.8390547040686,2.855,0.547107278760105,10.875,2.2,2724.99,2.75,2,4.065,0,-0.4425384
NH-F-La,1.86,7.29413427594095,2.58,0.874267670405572,28.5,1.1,1178.99,2.75,2,4.065,0.777817459305202,-2.0921789
NH-F-Lu,1.775,6.73072691548489,2.6225,0.840550018252867,18,1.27,1921.99,2.75,2,4.065,0.657609306503489,-2.20704272
NH-F-Nd,1.84,6.14322076706082,2.59,0.866866114605718,26.25,1.14,1279.99,2.75,2,4.065,0.749533188057741,-2.0360275625
NH-F-Rh,1.27,6.55953199120027,2.875,0.547107278760105,11.25,2.2,2222.99,2.5,2,4.065,0.056568542494924,-0.7211995675
NH-F-Ru,1.31,6.46043021286036,2.855,0.547107278760105,12.375,2.2,2592.99,2.5,2,4.065,0,-0.5761568925
NH-F-Sc,1.73,8.52665221400147,2.645,0.820234130541532,29.25,1.36,1799.99,2.25,2,4.065,0.5939696961967,-2.14488598
NH-F-Sm,1.825,6.09837814088912,2.5975,0.861103329501181,24.75,1.17,1330.99,2.75,2,4.065,0.728319984622144,-2.07110755
NH-F-Y,1.8,8.03691275246568,2.61,0.851088036998852,28.875,1.22,1784.99,2.5,2,4.065,0.692964645562817,-2.1663196375
NH-I-Al,0.945,8.48118560615383,2.3775,0.400239577896362,8.25,1.61,919.46,2.75,1.75,3.838,0.417193000900063,-0.5350800075
NH-I-Bi,0.74,5.08994558915028,2.48,0.229025515499885,5,2.02,530.39,3.5,1.375,3.838,0.127279220613579,0.050551175
NH-I-Ce,1.19,4.79947911014241,2.255,0.602118079548795,28.125,1.12,1056.99,3.5,2,3.838,0.763675323681471,-1.2927396225
NH-I-Co,0.81,4.91244925456972,2.445,0.285662686264043,12,1.88,1753.99,3,2,3.838,0.226274169979695,0.236764225
NH-I-Cr,0.92,4.9489743819403,2.39,0.378798640994549,15.375,1.66,2165.99,3,2,3.838,0.381837661840736,-0.247457735
NH-I-Fe,0.835,5.58802714123375,2.4325,0.306514536143557,13.125,1.83,1796.99,3,2,3.838,0.261629509039023,0.2461265475
NH-I-Ga,0.845,6.09514977705612,2.4275,0.314923658853183,8,1.81,372.84,3,1.75,3.838,0.275771644662754,-0.1080077175
NH-I-Gd,1.15,5.381417609416,2.275,0.571043601320927,23.625,1.2,1571.99,3.5,2,3.838,0.707106781186548,-0.22117427
NH-I-In,0.86,5.57377190802997,2.42,0.327598737602997,7.75,1.78,415.74,3.25,1.75,3.838,0.29698484809835,-0.216136895
NH-I-Ir,0.65,4.72110622352626,2.525,0.161717396775766,11.5,2.2,2724.99,3.5,2,3.838,0,0.4155860075
NH-I-La,1.2,5.89759549630287,2.25,0.609723571536479,28.875,1.1,1178.99,3.5,2,3.838,0.777817459305202,-1.2812562825
NH-I-Lu,1.115,5.44205840500345,2.2925,0.543069966787304,18.375,1.27,1921.99,3.5,2,3.838,0.657609306503489,-1.259571945
NH-I-Nd,1.18,4.96703649233801,2.26,0.59444549493668,26.625,1.14,1279.99,3.5,2,3.838,0.749533188057741,-1.22126454
NH-I-Rh,0.61,5.30364055084068,2.545,0.161717396775766,11.75,2.2,2222.99,3.25,2,3.838,0.056568542494924,0.2049247025
NH-I-Ru,0.65,5.22351285103388,2.525,0.161717396775766,12.75,2.2,2592.99,3.25,2,3.838,0,0.3134198625
NH-I-Sc,1.07,6.89413490257539,2.315,0.506187801966654,29.625,1.36,1799.99,3,2,3.838,0.5939696961967,-1.1563257975
NH-I-Sm,1.165,4.93077945892625,2.2675,0.582814787035019,25.125,1.17,1330.99,3.5,2,3.838,0.728319984622144,-1.23264251
NH-I-Y,1.14,6.49816121557568,2.28,0.563121432466778,29.25,1.22,1784.99,3.25,2,3.838,0.692964645562817,-1.2853806225
NH-NC-Al,0.92,9.62026967200319,2.488,0.400239577896362,4.96,1.61,3808.99,2,1.04,5.0446,0.475078940808788,-0.30955469
NH-NC-Bi,0.783333333333333,5.77356179399249,2.57,0.229025515499885,4.16,2.02,3808.99,2.6,0.96,5.0446,0.269505720409295,0.544304682
NH-NC-Ce,1.08333333333333,5.44408358322142,2.39,0.602118079548795,21.84,1.12,3808.99,2.6,1.28,5.0446,0.74540816559341,-0.5135488
NH-NC-Co,0.83,5.57222642842543,2.542,0.285662686264043,8.56,1.88,3808.99,2.2,1.28,5.0446,0.335111921602321,0.31735535
NH-NC-Cr,0.903333333333333,5.61365714241126,2.498,0.378798640994549,10.96,1.66,3808.99,2.2,1.28,5.0446,0.448367408866137,0.06943046
NH-NC-Fe,0.846666666666667,6.33853927145934,2.532,0.306514536143557,9.28,1.83,3808.99,2.2,1.28,5.0446,0.360046293319808,0.343882824
NH-NC-Ga,0.853333333333333,6.91377211506652,2.528,0.314923658853183,4.72,1.81,3808.99,2.2,1.04,5.0446,0.370180136330048,0.169641384
NH-NC-Gd,1.05666666666667,6.1041805974255,2.406,0.571043601320927,18,1.2,3808.99,2.6,1.28,5.0446,0.70059498523279,-0.559252304
NH-NC-In,0.863333333333333,6.32236945817779,2.522,0.327598737602997,4.48,1.78,3808.99,2.4,1.04,5.0446,0.385529938310027,0.228904758
NH-NC-Ir,0.723333333333333,5.3551846557326,2.606,0.161717396775766,8.08,2.2,3808.99,2.6,1.28,5.0446,0.202072594216369,0.596225868
NH-NC-La,1.09,6.6896848772721,2.386,0.609723571536479,22.48,1.1,3808.99,2.6,1.28,5.0446,0.756637297521078,-0.594354382
NH-NC-Lu,1.03333333333333,6.17296588686107,2.42,0.543069966787304,13.52,1.27,3808.99,2.6,1.28,5.0446,0.661538610614175,-0.67319779
NH-NC-Nd,1.07666666666667,5.63414512380213,2.394,0.59444549493668,20.56,1.14,3808.99,2.6,1.28,5.0446,0.734188894858356,-0.555833116
NH-NCO-Al,1.05333333333333,8.77641757603262,2.64666666666667,0.567089816109359,4.88888888888889,1.61,3808.99,2,1.16666666666667,4.20383333333333,0.475078940808788,-0.8975765967
NH-NCO-Bi,0.916666666666667,5.26712773474208,2.715,0.395951025061975,4,2.02,3808.99,2.5,1,4.20383333333333,0.269505720409295,-0.1300526183
NH-NCO-Ce,1.21666666666667,4.96655005256481,2.565,0.739616569076971,19.1666666666667,1.12,3808.99,2.5,1.33333333333333,4.20383333333333,0.74540816559341,-1.05725213166667
NH-NCO-Co,0.963333333333333,5.08345271301354,2.69166666666667,0.455779073674793,8.11111111111111,1.88,3808.99,2.16666666666667,1.33333333333333,4.20383333333333,0.335111921602321,-0.35917521
NH-NCO-Cr,1.03666666666667,5.12124928824582,2.655,0.547107278760105,10.1111111111111,1.66,3808.99,2.16666666666667,1.33333333333333,4.20383333333333,0.448367408866137,-0.6173429
NH-NCO-Fe,0.98,5.78254761717352,2.68333333333333,0.476922164006862,8.77777777777778,1.83,3808.99,2.16666666666667,1.33333333333333,4.20383333333333,0.360046293319808,-0.3417085233
NH-NCO-Ga,0.986666666666667,6.30732330549309,2.68,0.485327755826721,4.77777777777778,1.81,3808.99,2.16666666666667,1.16666666666667,4.20383333333333,0.370180136330048,-0.498356255
NH-NCO-Gd,1.19,5.56874596129354,2.57833333333333,0.714753054942695,15.8333333333333,1.2,3808.99,2.5,1.33333333333333,4.20383333333333,0.70059498523279,-1.0559057317
NH-NCO-In,0.996666666666667,5.76779615611018,2.675,0.497871893693153,4.66666666666667,1.78,3808.99,2.33333333333333,1.16666666666667,4.20383333333333,0.385529938310027,-0.427961205
NH-NCO-Ir,0.856666666666666,4.88544898821795,2.745,0.319140970908075,7.66666666666667,2.2,3808.99,2.5,1.33333333333333,4.20383333333333,0.202072594216369,-0.11626959
NH-NCO-La,1.22333333333333,6.10289211599463,2.56166666666667,0.745613369000596,19.7222222222222,1.1,3808.99,2.5,1.33333333333333,4.20383333333333,0.756637297521078,-1.06517544
NH-NCO-Lu,1.16666666666667,5.63149767655279,2.59,0.691867378684938,11.9444444444444,1.27,3808.99,2.5,1.33333333333333,4.20383333333333,0.661538610614175,-1.1624801867
NH-NCO-Nd,1.21,5.13994014475056,2.56833333333333,0.733531702186476,18.0555555555556,1.14,3808.99,2.5,1.33333333333333,4.20383333333333,0.734188894858355,-1.0443217467
NH-NCO-Rh,0.83,5.488261465895,2.75833333333333,0.319140970908075,7.88888888888889,2.2,3808.99,2.33333333333333,1.33333333333333,4.20383333333333,0.183393929379719,-0.26976882
NH-NCO-Ru,0.856666666666666,5.40534450291742,2.745,0.319140970908075,8.55555555555556,2.2,3808.99,2.33333333333333,1.33333333333333,4.20383333333333,0.202072594216369,-0.19252935
NH-NCO-Sc,1.13666666666667,7.13412128212362,2.605,0.660947392745558,20.2777777777778,1.36,3808.99,2.16666666666667,1.33333333333333,4.20383333333333,0.611582646363787,-1.128195555
NH-NCO-Sm,1.2,5.10242099588783,2.57333333333333,0.724240177376075,16.9444444444444,1.17,3808.99,2.5,1.33333333333333,4.20383333333333,0.717379490460477,-1.0716026583
NH-NCO-Y,1.18333333333333,6.72436366242136,2.58166666666667,0.708320592678053,20,1.22,3808.99,2.33333333333333,1.33333333333333,4.20383333333333,0.689420046125727,-1.139134945
NH-NC-Rh,0.696666666666667,6.0159575219575,2.622,0.161717396775766,8.32,2.2,3808.99,2.4,1.28,5.0446,0.183393929379719,0.404570906
NH-NC-Ru,0.723333333333333,5.92506809727855,2.606,0.161717396775766,9.04,2.2,3808.99,2.4,1.28,5.0446,0.202072594216369,0.522620796
NH-NCS-Al,0.766666666666667,8.70447649135972,2.50333333333333,0.400239577896362,5.11111111111111,1.61,3808.99,2.16666666666667,1.16666666666667,4.57083333333333,0.475078940808788,-0.3965081795
NH-NCS-Bi,0.63,5.22395261470417,2.57166666666667,0.229025515499885,4.16666666666667,2.02,3808.99,2.66666666666667,1,4.57083333333333,0.269505720409295,0.2412807005
NH-NC-Sc,1.00333333333333,7.8200666743835,2.438,0.506187801966654,23.12,1.36,3808.99,2.2,1.28,5.0446,0.611582646363787,-0.617005942
NH-NCS-Ce,0.93,4.92583879483711,2.42166666666667,0.602118079548795,19.2222222222222,1.12,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.74540816559341,-0.6339144512
NH-NCS-Co,0.676666666666667,5.04178319365791,2.54833333333333,0.285662686264043,8.22222222222222,1.88,3808.99,2.33333333333333,1.33333333333333,4.57083333333333,0.335111921602321,0.1596088822
NH-NCS-Cr,0.75,5.07926994696165,2.51166666666667,0.378798640994549,10.2222222222222,1.66,3808.99,2.33333333333333,1.33333333333333,4.57083333333333,0.448367408866137,-0.0315412062
NH-NCS-Fe,0.693333333333333,5.73514755397596,2.54,0.306514536143557,8.88888888888889,1.83,3808.99,2.33333333333333,1.33333333333333,4.57083333333333,0.360046293319808,0.2413295072
NH-NCS-Ga,0.7,6.25562160875307,2.53666666666667,0.314923658853183,5,1.81,3808.99,2.33333333333333,1.16666666666667,4.57083333333333,0.370180136330048,-0.0267043378
NH-NCS-Gd,0.903333333333333,5.52309844950953,2.435,0.571043601320927,15.8888888888889,1.2,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.70059498523279,-0.6641840678
NH-NCS-In,0.71,5.72051701196646,2.53166666666667,0.327598737602997,4.88888888888889,1.78,3808.99,2.5,1.16666666666667,4.57083333333333,0.385529938310027,-0.0128667428
NH-NCS-Ir,0.57,4.8454025232131,2.60166666666667,0.161717396775766,7.77777777777778,2.2,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.202072594216369,0.3039662238
NH-NCS-La,0.936666666666667,6.05286616011198,2.41833333333333,0.609723571536479,19.7777777777778,1.1,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.756637297521078,-0.6855379295
NH-NCS-Lu,0.88,5.58533578331169,2.44666666666667,0.543069966787304,12,1.27,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.661538610614175,-0.7545169362
NH-NC-Sm,1.06666666666667,5.59301851071695,2.4,0.582814787035019,19.28,1.17,3808.99,2.6,1.28,5.0446,0.717379490460477,-0.578263566
NH-NCS-Nd,0.923333333333333,5.0978075928336,2.425,0.59444549493668,18.1111111111111,1.14,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.734188894858356,-0.6544516745
NH-NCS-Rh,0.543333333333333,5.44327369276269,2.615,0.161717396775766,8,2.2,3808.99,2.5,1.33333333333333,4.57083333333333,0.183393929379719,0.1658352655
NH-NCS-Ru,0.57,5.36103640759245,2.60166666666667,0.161717396775766,8.66666666666667,2.2,3808.99,2.5,1.33333333333333,4.57083333333333,0.202072594216369,0.2746854672
NH-NCS-Sc,0.85,7.07564224796444,2.46166666666667,0.506187801966654,20.3333333333333,1.36,3808.99,2.33333333333333,1.33333333333333,4.57083333333333,0.611582646363787,-0.7044491545
NH-NCS-Sm,0.913333333333333,5.0605959918105,2.43,0.582814787035019,17,1.17,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.717379490460477,-0.6826540195
NH-NCS-Y,0.896666666666667,6.66924344834555,2.43833333333333,0.563121432466778,20.0555555555556,1.22,3808.99,2.5,1.33333333333333,4.57083333333333,0.689420046125727,-0.7430534878
NH-NC-Y,1.05,7.37091088074181,2.41,0.563121432466778,22.8,1.22,3808.99,2.4,1.28,5.0446,0.689420046125727,-0.652542016
NH-NO-Al,1.26833333333333,9.11958908582577,2.666,0.567089816109359,5.04,1.61,919.46,2,1.36,4.1454,0.417193000900063,-0.544563474
NH-NO-Bi,1.06333333333333,5.47308058068927,2.748,0.395951025061975,3.04,2.02,530.39,2.6,1.04,4.1454,0.127279220613579,0.342747672
NH-NO-Ce,1.51333333333333,5.16074984595846,2.568,0.739616569076971,22.64,1.12,1056.99,2.6,1.6,4.1454,0.763675323681471,-0.7292229
NH-NO-Co,1.4,5.28222358135177,2.72,0.455779073674793,8.88,1.88,1753.99,2.2,1.6,4.1454,0.226274169979695,-0.03018952
NH-NO-Cr,1.24333333333333,5.32149806117042,2.676,0.547107278760105,11.76,1.66,2165.99,2.2,1.6,4.1454,0.381837661840736,-0.246166688
NH-NO-Fe,1.15833333333333,6.00865417819854,2.71,0.476922164006862,9.84,1.83,1796.99,2.2,1.6,4.1454,0.261629509039023,-0.08151506
NH-NO-Ga,1.16833333333333,6.5539494080854,2.706,0.485327755826721,4.88,1.81,288.9,2.2,1.36,4.1454,0.275771644662754,-0.12464983
NH-NO-Gd,1.47333333333333,5.78649254668966,2.584,0.714753054942695,18.8,1.2,1571.99,2.6,1.6,4.1454,0.707106781186548,-0.708791254
NH-NO-In,1.18333333333333,5.99332591217795,2.7,0.497871893693153,4.72,1.78,415.74,2.4,1.36,4.1454,0.29698484809835,0.031070554
NH-NO-Ir,0.973333333333333,5.07647760448191,2.784,0.319140970908075,8.24,2.2,2724.99,2.6,1.6,4.1454,0,0.242245662
NH-NO-La,1.52333333333333,6.3415246426955,2.564,0.745613369000596,23.28,1.1,1178.99,2.6,1.6,4.1454,0.777817459305202,-0.746250692
NH-NO-Lu,1.43833333333333,5.85169795113144,2.598,0.691867378684938,14.32,1.27,1921.99,2.6,1.6,4.1454,0.657609306503489,-0.825598612
NH-NO-Nd,1.50333333333333,5.34091975909086,2.572,0.733531702186476,21.36,1.14,1279.99,2.6,1.6,4.1454,0.74953318805774,-0.696190658
NH-NO-Rh,0.933333333333333,5.70286098296153,2.8,0.319140970908075,8.56,2.2,2222.99,2.4,1.6,4.1454,0.056568542494924,0.121384594
NH-NO-Ru,0.973333333333333,5.61670183840747,2.784,0.319140970908075,9.52,2.2,2592.99,2.4,1.6,4.1454,0,0.082858942
NH-NO-Sc,1.39333333333333,7.4130764651723,2.616,0.660947392745558,23.92,1.36,1799.99,2.2,1.6,4.1454,0.5939696961967,-0.773765866
NH-NO-Sm,1.48833333333333,5.30193355344217,2.578,0.724240177376075,20.08,1.17,1330.99,2.6,1.6,4.1454,0.728319984622144,-0.708117274
NH-NO-Y,1.46333333333333,6.98729668839009,2.588,0.708320592678053,23.6,1.22,1784.99,2.4,1.6,4.1454,0.692964645562817,-0.783709976
NH-OCN-Al,1.05333333333333,9.24988653379199,2.64666666666667,0.567089816109359,4.88888888888889,1.61,3808.99,2,1.16666666666667,4.20383333333333,0.475078940808788,-0.664421655
NH-OCN-Bi,0.916666666666667,5.55127801101929,2.715,0.395951025061975,4,2.02,3808.99,2.5,1,4.20383333333333,0.269505720409295,0.0868676183
NH-OCN-Ce,1.21666666666667,5.2344848057458,2.565,0.739616569076971,19.1666666666667,1.12,3808.99,2.5,1.33333333333333,4.20383333333333,0.74540816559341,-0.82374084
NH-OCN-Co,0.963333333333333,5.35769411470145,2.69166666666667,0.455779073674793,8.11111111111111,1.88,3808.99,2.16666666666667,1.33333333333333,4.20383333333333,0.335111921602321,-0.1135063217
NH-OCN-Cr,1.03666666666667,5.3975297343305,2.655,0.547107278760105,10.1111111111111,1.66,3808.99,2.16666666666667,1.33333333333333,4.20383333333333,0.448367408866137,-0.3783602517
NH-OCN-Fe,0.98,6.09450369375924,2.68333333333333,0.476922164006862,8.77777777777778,1.83,3808.99,2.16666666666667,1.33333333333333,4.20383333333333,0.360046293319808,-0.042949605
NH-OCN-Ga,0.986666666666667,6.64758990810536,2.68,0.485327755826721,4.77777777777778,1.81,3808.99,2.16666666666667,1.16666666666667,4.20383333333333,0.370180136330048,-0.2580178633
NH-OCN-Gd,1.19,5.8691678958105,2.57833333333333,0.714753054942695,15.8333333333333,1.2,3808.99,2.5,1.33333333333333,4.20383333333333,0.70059498523279,-0.900711504999999
NH-OCN-In,0.996666666666667,6.07895642292106,2.675,0.497871893693153,4.66666666666667,1.78,3808.99,2.33333333333333,1.16666666666667,4.20383333333333,0.385529938310027,-0.192280205
NH-OCN-Ir,0.856666666666666,5.14900851243145,2.745,0.319140970908075,7.66666666666667,2.2,3808.99,2.5,1.33333333333333,4.20383333333333,0.202072594216369,0.1688002533
NH-OCN-La,1.22333333333333,6.43213009315843,2.56166666666667,0.745613369000596,19.7222222222222,1.1,3808.99,2.5,1.33333333333333,4.20383333333333,0.756637297521078,-0.8861786767
NH-OCN-Lu,1.16666666666667,5.93530493189844,2.59,0.691867378684938,11.9444444444444,1.27,3808.99,2.5,1.33333333333333,4.20383333333333,0.661538610614175,-0.945062065
NH-OCN-Nd,1.21,5.4172289225688,2.56833333333333,0.733531702186476,18.0555555555556,1.14,3808.99,2.5,1.33333333333333,4.20383333333333,0.734188894858355,-0.846531805
NH-OCN-Rh,0.83,5.78434143402055,2.75833333333333,0.319140970908075,7.88888888888889,2.2,3808.99,2.33333333333333,1.33333333333333,4.20383333333333,0.183393929379719,-0.0067712283
NH-OCN-Ru,0.856666666666666,5.69695127822808,2.745,0.319140970908075,8.55555555555556,2.2,3808.99,2.33333333333333,1.33333333333333,4.20383333333333,0.202072594216369,0.0990284417
NH-OCN-Sc,1.13666666666667,7.51899186726993,2.605,0.660947392745558,20.2777777777778,1.36,3808.99,2.16666666666667,1.33333333333333,4.20383333333333,0.611582646363787,-0.90475236
NH-OCN-Sm,1.2,5.3776856958686,2.57333333333333,0.724240177376075,16.9444444444444,1.17,3808.99,2.5,1.33333333333333,4.20383333333333,0.717379490460477,-0.8663882583
NH-OCN-Y,1.18333333333333,7.08712870034939,2.58166666666667,0.708320592678053,20,1.22,3808.99,2.33333333333333,1.33333333333333,4.20383333333333,0.689420046125727,-0.925882675
NH-SCN-Al,0.766666666666667,8.55691448464101,2.50333333333333,0.400239577896362,5.11111111111111,1.61,3808.99,2.16666666666667,1.16666666666667,4.57083333333333,0.475078940808788,-0.1587588945
NH-SCN-Bi,0.63,5.13539393669586,2.57166666666667,0.229025515499885,4.16666666666667,2.02,3808.99,2.66666666666667,1,4.57083333333333,0.269505720409295,0.4345140138
NH-SCN-Ce,0.93,4.84233386974937,2.42166666666667,0.602118079548795,19.2222222222222,1.12,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.74540816559341,-0.4344396228
NH-SCN-Co,0.676666666666667,4.95631272955414,2.54833333333333,0.285662686264043,8.22222222222222,1.88,3808.99,2.33333333333333,1.33333333333333,4.57083333333333,0.335111921602321,0.2891521338
NH-SCN-Cr,0.75,4.99316399138997,2.51166666666667,0.378798640994549,10.2222222222222,1.66,3808.99,2.33333333333333,1.33333333333333,4.57083333333333,0.448367408866137,0.0217896938
NH-SCN-Fe,0.693333333333333,5.63792288081696,2.54,0.306514536143557,8.88888888888889,1.83,3808.99,2.33333333333333,1.33333333333333,4.57083333333333,0.360046293319808,0.3516155872
NH-SCN-Ga,0.7,6.14957363691044,2.53666666666667,0.314923658853183,5,1.81,3808.99,2.33333333333333,1.16666666666667,4.57083333333333,0.370180136330048,0.1535824538
NH-SCN-Gd,0.903333333333333,5.42946852342224,2.435,0.571043601320927,15.8888888888889,1.2,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.70059498523279,-0.4745800945
NH-SCN-In,0.71,5.62354036201029,2.53166666666667,0.327598737602997,4.88888888888889,1.78,3808.99,2.5,1.16666666666667,4.57083333333333,0.385529938310027,0.1556903905
NH-SCN-Ir,0.57,4.76326118818911,2.60166666666667,0.161717396775766,7.77777777777778,2.2,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.202072594216369,0.3390841788
NH-SCN-La,0.936666666666667,5.95025538531438,2.41833333333333,0.609723571536479,19.7777777777778,1.1,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.756637297521078,-0.5047144962
NH-SCN-Lu,0.88,5.4906507833348,2.44666666666667,0.543069966787304,12,1.27,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.661538610614175,-0.5432381245
NH-SCN-Nd,0.923333333333333,5.0113873791641,2.425,0.59444549493668,18.1111111111111,1.14,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.734188894858356,-0.4743857312
NH-SCN-Rh,0.543333333333333,5.35099699007753,2.615,0.161717396775766,8,2.2,3808.99,2.5,1.33333333333333,4.57083333333333,0.183393929379719,0.2867529555
NH-SCN-Ru,0.57,5.27015382652262,2.60166666666667,0.161717396775766,8.66666666666667,2.2,3808.99,2.5,1.33333333333333,4.57083333333333,0.202072594216369,0.4286277622
NH-SCN-Sc,0.85,6.95569293568016,2.46166666666667,0.506187801966654,20.3333333333333,1.36,3808.99,2.33333333333333,1.33333333333333,4.57083333333333,0.611582646363787,-0.4953518762
NH-SCN-Sm,0.913333333333333,4.97480660510982,2.43,0.582814787035019,17,1.17,3808.99,2.66666666666667,1.33333333333333,4.57083333333333,0.717379490460477,-0.4878439112
NH-SCN-Y,0.896666666666667,6.55618358225132,2.43833333333333,0.563121432466778,20.0555555555556,1.22,3808.99,2.5,1.33333333333333,4.57083333333333,0.689420046125727,-0.5372554495
NH-SH-Al,0.806666666666666,8.77641757603262,2.326,0.400239577896362,6.32,1.61,919.46,2,1.52,4.869,0.417193000900063,-0.5907007654
NH-SH-Bi,0.67,5.26712773474208,2.408,0.229025515499885,3.2,2.02,530.39,2.6,1.6,4.869,0.127279220613579,0.1418748486
NH-SH-Ce,0.97,4.96655005256481,2.228,0.602118079548795,23.52,1.12,1056.99,2.6,1.68,4.869,0.763675323681471,-0.9816024814
NH-SH-Co,0.716666666666667,5.08345271301354,2.38,0.285662686264043,9.92,1.88,1753.99,2.2,1.68,4.869,0.226274169979695,-0.0327698194
NH-SH-Cr,0.79,5.12124928824582,2.336,0.378798640994549,12.64,1.66,2165.99,2.2,1.68,4.869,0.381837661840736,-0.2825689554
NH-SH-Fe,0.733333333333333,5.78254761717352,2.37,0.306514536143557,10.72,1.83,1796.99,2.2,1.68,4.869,0.261629509039023,0.0450234466
NH-SH-Ga,0.74,6.30732330549309,2.366,0.314923658853183,6.08,1.81,374.35,2.2,1.52,4.869,0.275771644662754,-0.1799561474
NH-SH-Gd,0.943333333333333,5.56874596129354,2.244,0.571043601320927,19.68,1.2,1571.99,2.6,1.68,4.869,0.707106781186548,-0.9420184174
NH-SH-In,0.75,5.76779615611018,2.36,0.327598737602997,5.84,1.78,415.74,2.4,1.52,4.869,0.29698484809835,-0.1780577594
NH-SH-Ir,0.61,4.88544898821795,2.444,0.161717396775766,9.44,2.2,2724.99,2.6,1.68,4.869,0,0.0322859486
NH-SH-La,0.976666666666667,6.10289211599463,2.224,0.609723571536479,24.16,1.1,1178.99,2.6,1.68,4.869,0.777817459305202,-0.9778911534
NH-SH-Lu,0.92,5.63149767655279,2.258,0.543069966787304,15.2,1.27,1921.99,2.6,1.68,4.869,0.657609306503489,-1.0275964714
